Name,,Org,Pos,,Current Level,Top 100,Org Rk,FV,,Age,Ht,Wt,Bat,Thr
Rodolfo Duran,,PHI,C,,A+,0,21,40,,21.6,"5' 8""",181,R,R
Jerar Encarnacion,,MIA,RF,,A+,0,28,40,,21.9,"6' 4""",220,R,R
Erik Miller,,PHI,LHP,,A,0,22,40,,21.6,"6' 5""",220,L,L
Jose Quijada,,MIA,LHP,,MLB,0,29,40,,23.9,"6' 0""",175,L,L
Manuel Silva,,PHI,LHP,,A,0,23,40,,20.8,"6' 2""",145,L,L
Arquimedes Gamboa,,PHI,SS,,AA,0,24,40,,22,"6' 0""",175,S,R
Andrew Schultz,,PHI,RHP,,A,0,25,40,,22.2,"6' 4""",195,R,R
Jelfry Marte,,TBR,SS,,R,0,24,40,,18.5,"5' 10""",150,S,R
Helcris Olivarez,,COL,LHP,,R,0,13,40,,19.1,"6' 2""",192,L,L
Alejandro Pie,,TBR,SS,,R,0,25,40,,17.7,"6' 4""",180,R,R
Vince Fernandez,,COL,LF,,AA,0,14,40,,24.2,"6' 3""",210,L,R
Tobias Myers,,TBR,RHP,,A+,0,26,40,,21.1,"6' 0""",193,R,R
Breiling Eusebio,,COL,LHP,,A-,0,15,40,,22.9,"6' 1""",175,L,L
Seth Johnson,,TBR,RHP,,R,0,27,40,,21,"6' 0""",200,R,R
Ronaiker Palma,,COL,C,,R,0,16,40,,19.7,"5' 9""",160,R,R
Kean Wong,,TBR,2B,,MLB,0,28,40,,24.4,"5' 11""",190,L,R
Freddy Tarnok,,ATL,RHP,,A+,0,13,40,,20.8,"6' 3""",185,R,R
Ryan Feltner,,COL,RHP,,A,0,17,40,,23.1,"6' 4""",190,R,R
Peter Fairbanks,,TBR,RHP,,MLB,0,28,40,,25.8,"6' 6""",220,R,R
Tucker Davidson,,ATL,LHP,,AAA,0,14,40,,23.5,"6' 2""",215,L,L
Josh Fuentes,,COL,3B,,MLB,0,18,40,,26.6,"6' 2""",209,R,R
Michael Perez,,TBR,C,,MLB,0,29,40,,27.1,"5' 11""",180,R,R
Victor Vodnik,,ATL,RHP,,A,0,15,40,,20,"6' 0""",200,R,R
Tommy Doyle,,COL,RHP,,A+,0,19,40,,23.4,"6' 4""",235,R,R
Riley O'Brien,,TBR,RHP,,AA,0,30,40,,24.6,"6' 4""",190,R,R
Huascar Ynoa,,ATL,RHP,,AAA,0,16,40,,21.3,"6' 3""",175,R,R
Ben Bowden,,COL,LHP,,AAA,0,20,40,,24.9,"6' 4""",235,L,L
Graeme Stinson,,TBR,LHP,,,0,31,40,,22.1,"6' 5""",245,L,L
Michael Harris,,ATL,RF,,A,0,17,40,,18.6,"6' 0""",190,S,L
Robert Tyler,,COL,RHP,,A+,0,21,40,,24.3,"6' 4""",225,R,R
Abiezel Ramirez,,TBR,SS,,R,0,32,40,,19.7,"5' 11""",160,S,R
Vaughn Grissom,,ATL,3B,,R,0,18,40,,18.7,"6' 3""",180,R,R
Adael Amador,,COL,2B,,,0,22,40,,16.5,"6' 0""",160,S,R
Jhon Diaz,,TBR,CF,,,0,33,40,,17,"5' 11""",180,L,L
Daysbel Hernandez,,ATL,RHP,,A+,0,19,40,,23,"6' 0""",220,R,R
Joel Peguero,,TBR,RHP,,A,0,34,40,,22.4,"5' 11""",160,R,R
Patrick Weigel,,ATL,RHP,,AAA,0,20,40,,25.2,"6' 6""",230,R,R
Eduardo Garcia,,MIL,SS,,R,0,7,40,,17.2,"6' 2""",160,R,R
Joe Ryan,,TBR,RHP,,AA,0,35,40,,23.3,"6' 1""",185,R,R
CJ Alexander,,ATL,3B,,AA,0,21,40,,23.2,"6' 5""",215,L,R
Micah Bello,,MIL,CF,,R,0,8,40,,19.2,"5' 11""",165,R,R
Alberto Figuereo,,TBR,2B,,R,0,36,40,,19.4,"5' 9""",145,S,R
Antoine Kelly,,MIL,LHP,,R,0,9,40,,19.8,"6' 5""",185,L,L
John Doxakis,,TBR,LHP,,A-,0,37,40,,21.1,"6' 4""",215,L,L
Corey Ray,,MIL,CF,,AAA,0,10,40,,25,"5' 11""",185,L,L
Chris Betts,,TBR,C,,A,0,38,40,,22.5,"6' 2""",215,L,R
Joe Gray,,MIL,CF,,R,0,11,40,,19.5,"6' 3""",195,R,R
Matt Krook,,TBR,LHP,,AA,0,39,40,,24.9,"6' 4""",225,L,L
Payton Henry,,MIL,C,,A+,0,12,40,,22.3,"6' 2""",215,R,R
Michael Mercado,,TBR,RHP,,,0,40,40,,20.4,"6' 4""",160,R,R
Lucas Erceg,,MIL,3B,,AAA,0,13,40,,24.4,"6' 3""",200,L,R
Sandy Gaston,,TBR,RHP,,R,0,41,40,,17.8,"6' 0""",190,R,R
Carlos Rodriguez,,MIL,CF,,R,0,14,40,,18.8,"5' 10""",150,L,L
Adam Hill,,MIL,RHP,,A,0,15,40,,22.5,"6' 5""",215,R,R
Andres Melendez,,MIL,C,,R,0,16,40,,18.3,"5' 10""",170,R,R
Korry Howell,,MIL,CF,,A,0,17,40,,21.1,"6' 2""",175,R,R
Drew Rasmussen,,MIL,RHP,,AA,0,18,40,,24.2,"6' 1""",225,R,R
Devin Williams,,MIL,RHP,,MLB,0,19,40,,25,"6' 3""",165,R,R
Trey Supak,,MIL,RHP,,AAA,0,20,40,,23.3,"6' 5""",235,R,R
Braden Webb,,MIL,RHP,,R,0,21,40,,24.4,"6' 1""",195,R,R
Jared Triolo,,PIT,3B,,A-,0,13,40,,21.6,"6' 3""",212,R,R
Luis Medina,,MIL,RF,,,0,22,40,,16.6,"6' 2""",168,L,L
Juan Pie,,PIT,RF,,R,0,14,40,,18.5,"6' 2""",170,L,L
Thomas Dillard,,MIL,1B,,A,0,23,40,,22.1,"6' 0""",230,S,R
Steven Jennings,,PIT,RHP,,A,0,15,40,,20.9,"6' 2""",175,R,R
Clayton Andrews,,MIL,LHP,,AA,0,24,40,,22.7,"5' 6""",160,L,L
Ji-Hwan Bae,,PIT,SS,,A,0,16,40,,20.2,"6' 1""",170,L,R
Lun Zhao,,MIL,RHP,,R,0,25,40,,18.1,"5' 10""",150,R,R
Cody Bolton,,PIT,RHP,,AA,0,17,40,,21.3,"6' 3""",185,R,R
Nick Kahle,,MIL,C,,R,0,26,40,,21.6,"5' 10""",210,R,R
Braxton Ashcraft,,PIT,RHP,,A-,0,18,40,,20,"6' 5""",195,L,R
Je'Von Ward,,MIL,RF,,A,0,27,40,,19.9,"6' 5""",190,L,R
Will Craig,,PIT,1B,,AAA,0,19,40,,24.9,"6' 3""",235,R,R
Pablo Abreu,,MIL,CF,,A,0,28,40,,19.9,"6' 0""",170,R,R
Travis MacGregor,,PIT,RHP,,A,0,20,40,,21.9,"6' 3""",180,R,R
Beau Burrows,,DET,RHP,,AAA,0,15,40,,23,"6' 2""",200,R,R
Bobby Wahl,,MIL,RHP,,MLB,0,29,40,,27.5,"6' 2""",210,R,R
Mason Martin,,PIT,1B,,A+,0,21,40,,20.3,"6' 0""",205,L,R
Carlos Guzman,,DET,RHP,,A,0,16,40,,21.4,"6' 0""",170,R,R
Stephen Alemais,,PIT,SS,,AA,0,22,40,,24.5,"6' 0""",190,R,R
Sergio Alcantara,,DET,SS,,AA,0,17,40,,23.2,"5' 9""",170,S,R
JT Brubaker,,PIT,RHP,,A-,0,23,40,,25.9,"6' 4""",175,R,R
Kyle Funkhouser,,DET,RHP,,AAA,0,18,40,,25.5,"6' 2""",220,R,R
Braeden Ogle,,PIT,LHP,,A+,0,24,40,,22.2,"6' 2""",170,L,L
Kody Clemens,,DET,2B,,AA,0,19,40,,23.4,"6' 1""",170,L,R
Jason Martin,,PIT,RF,,MLB,0,25,40,,24.1,"5' 11""",190,L,R
Brett Cumberland,,BAL,C,,AA,0,16,40,,24.3,"6' 0""",188,S,R
Alex Lange,,DET,RHP,,AA,0,20,40,,24,"6' 3""",197,R,R
Rodolfo Castro,,PIT,2B,,A+,0,26,40,,20.3,"6' 0""",200,S,R
JC Encarnacion,,BAL,3B,,A,0,17,40,,21.7,"6' 3""",195,R,R
Elvin Rodriguez,,DET,RHP,,A+,0,21,40,,21.5,"6' 3""",160,R,R
Max Kranick,,PIT,RHP,,A+,0,27,40,,22.2,"6' 3""",175,R,R
Cadyn Grenier,,BAL,SS,,A+,0,18,40,,22.9,"5' 10""",185,R,R
Anthony Castro,,DET,RHP,,AA,0,22,40,,24.5,"6' 2""",180,R,R
Conner Uselton,,PIT,RF,,A,0,28,40,,21.4,"6' 3""",185,R,R
Blaine Knight,,BAL,RHP,,A+,0,19,40,,23.2,"6' 3""",170,R,R
Bryan Garcia,,DET,RHP,,MLB,0,23,40,,24.4,"6' 1""",203,R,R
Nick Mears,,PIT,RHP,,AA,0,29,40,,23,"6' 4""",185,R,R
Zach Pop,,BAL,RHP,,AA,0,20,40,,23,"6' 4""",220,R,R
Adinso Reyes,,DET,3B,,R,0,24,40,,17.9,"6' 1""",195,R,R
Cody Carroll,,BAL,RHP,,R,0,21,40,,26.9,"6' 5""",210,R,R
Marcos Diplan,,DET,RHP,,AA,0,25,40,,23,"6' 0""",170,R,R
Mitchell Tolman,,PIT,2B,,AAA,0,30,40,,25.3,"5' 10""",195,L,R
Lamar Sparks,,BAL,CF,,R,0,22,40,,21,"6' 2""",170,R,R
Jack Kenley,,DET,2B,,A,0,26,40,,22,"6' 0""",185,L,R
Blake Weiman,,PIT,LHP,,AAA,0,31,40,,23.9,"6' 4""",208,R,L
Hunter Harvey,,BAL,RHP,,MLB,0,23,40,,24.8,"6' 3""",175,R,R
Ryan Kreidler,,DET,3B,,A-,0,27,40,,21.9,"6' 2""",195,R,R
Drew Rom,,BAL,LHP,,A,0,24,40,,19.8,"6' 2""",170,L,L
Derek Hill,,DET,CF,,AA,0,28,40,,23.7,"6' 2""",190,R,R
Maverick Handley,,BAL,C,,A-,0,25,40,,21.5,"5' 11""",205,R,R
Dillon Tate,,BAL,RHP,,MLB,0,26,40,,25.4,"6' 2""",210,R,R
Pedro Gonzalez,,TEX,CF,,A,0,25,40,,21.9,"6' 5""",190,R,R
Jonathan Hernandez,,TEX,RHP,,MLB,0,26,40,,23.2,"6' 1""",175,R,R
Lewis Thorpe,,MIN,LHP,,MLB,0,14,40,,23.8,"6' 1""",160,R,L
Cole Ragans,,TEX,LHP,,A,0,27,40,,21.8,"6' 3""",190,L,L
Misael Urbina,,MIN,CF,,R,0,15,40,,17.4,"6' 0""",175,R,R
David Garcia,,TEX,C,,A-,0,28,40,,19.6,"5' 11""",170,S,R
Ben Rortvedt,,MIN,C,,AA,0,16,40,,22,"5' 10""",190,L,R
A.J. Alexy,,TEX,RHP,,A+,0,29,40,,21.4,"6' 4""",195,R,R
Cole Sands,,MIN,RHP,,AA,0,17,40,,22.2,"6' 3""",220,R,R
Eli White,,TEX,2B,,AAA,0,30,40,,25.3,"6' 2""",175,R,R
Blayne Enlow,,MIN,RHP,,A+,0,18,40,,20.5,"6' 3""",170,R,R
Demarcus Evans,,TEX,RHP,,AA,0,31,40,,22.9,"6' 5""",275,R,R
LaMonte Wade Jr,,MIN,LF,,MLB,0,19,40,,25.7,"6' 1""",190,L,L
Ryan Garcia,,TEX,RHP,,A-,0,32,40,,21.7,"6' 0""",180,R,R
Travis Lakins,,BOS,RHP,,MLB,0,12,40,,25.2,"6' 1""",180,R,R
Luis Rijo,,MIN,RHP,,A,0,20,40,,21.1,"6' 1""",200,R,R
Yohel Pozo,,TEX,C,,A+,0,33,40,,22.3,"6' 0""",220,R,R
Marcus Wilson,,BOS,CF,,AA,0,13,40,,23.1,"6' 3""",175,R,R
Nick Gordon,,MIN,2B,,AAA,0,21,40,,23.9,"6' 2""",175,L,R
Randy Florentino,,TEX,C,,A-,0,34,40,,19.2,"5' 11""",175,L,R
Durbin Feltman,,BOS,RHP,,AA,0,14,40,,22.4,"6' 1""",190,R,R
Manny Ramirez,,HOU,RHP,,A-,0,14,40,,19.8,"5' 11""",170,R,R
Gilberto Celestino,,MIN,CF,,A+,0,22,40,,20.6,"6' 0""",170,R,L
Maximo Acosta,,TEX,SS,,,0,35,40,,16.9,"5' 9""",145,R,R
C.J. Chatham,,BOS,SS,,AAA,0,15,40,,24.8,"6' 3""",185,R,R
Abraham Toro,,HOU,3B,,MLB,0,15,40,,22.8,"6' 1""",190,S,R
Devin Smeltzer,,MIN,LHP,,MLB,0,23,40,,24.1,"6' 3""",195,R,L
Ian Gibaut,,TEX,RHP,,MLB,0,36,40,,25.9,"6' 3""",250,R,R
Brandon Howlett,,BOS,3B,,A,0,16,40,,20,"6' 1""",205,R,R
Jordan Brewer,,HOU,CF,,A-,0,16,40,,22.2,"6' 1""",195,R,L
Jovani Moran,,MIN,LHP,,AA,0,24,40,,22.4,"6' 1""",170,L,L
Joe Barlow,,TEX,RHP,,AAA,0,37,40,,24,"6' 3""",195,R,R
Gilberto Jimenez,,BOS,CF,,A-,0,17,40,,19.2,"5' 11""",160,R,R
Jonathan Arauz,,HOU,2B,,AA,0,17,40,,21.1,"6' 0""",150,S,R
Akil Baddoo,,MIN,CF,,A+,0,25,40,,21.1,"5' 11""",195,L,L
CD Pelham,,TEX,LHP,,AA,0,38,40,,24.6,"6' 6""",235,L,L
Mike Shawaryn,,BOS,RHP,,MLB,0,18,40,,25,"6' 3""",225,R,R
Dauri Lorenzo,,HOU,SS,,,0,18,40,,16.9,"6' 1""",160,S,R
Luke Raley,,MIN,1B,,R,0,26,40,,25,"6' 4""",235,L,R
Reginald Preciado,,SDP,SS,,,0,21,40,,16.4,"6' 4""",180,S,R
Alex Speas,,TEX,RHP,,R,0,39,40,,21.6,"6' 4""",180,R,R
Denyi Reyes,,BOS,RHP,,AA,0,19,40,,22.9,"6' 4""",209,R,R
Angel Macuare,,HOU,RHP,,A-,0,19,40,,19.6,"6' 2""",188,R,R
Travis Blankenhorn,,MIN,2B,,AA,0,27,40,,23.1,"6' 2""",208,L,R
Buddy Reed,,SDP,CF,,AA,0,22,40,,24.4,"6' 4""",210,S,R
Kyle Cody,,TEX,RHP,,A+,0,40,40,,25.1,"6' 7""",245,R,R
Brayan Bello,,BOS,RHP,,A,0,20,40,,20.4,"6' 1""",170,R,R
Jose Urquidy,,HOU,RHP,,MLB,0,20,40,,24.4,"6' 0""",190,R,R
Edwar Colina,,MIN,RHP,,AA,0,28,40,,22.4,"5' 11""",182,R,R
Pedro Avila,,SDP,RHP,,AA,0,23,40,,22.7,"5' 11""",190,R,R
Yonny Hernandez,,TEX,SS,,AA,0,41,40,,21.4,"5' 9""",150,S,R
Daniel Diaz,,BOS,3B,,R,0,21,40,,18.7,"6' 3""",200,R,R
Hunter Brown,,HOU,RHP,,A-,0,21,40,,21.1,"6' 2""",203,R,R
Cody Stashak,,MIN,RHP,,MLB,0,29,40,,25.3,"6' 2""",169,R,R
Hudson Head,,SDP,CF,,R,0,24,40,,18.5,"6' 1""",175,L,L
Brendon Davis,,TEX,3B,,AA,0,42,40,,22.2,"6' 5""",185,R,R
Bryan Gonzalez,,BOS,RF,,R,0,22,40,,18,"6' 3""",220,R,R
Colin Barber,,HOU,CF,,R,0,22,40,,18.8,"6' 1""",185,L,L
Will Holland,,MIN,2B,,R,0,30,40,,21.4,"5' 10""",175,R,R
Ismael Mena,,SDP,CF,,,0,25,40,,16.8,"6' 3""",185,L,L
Diosbel Arias,,TEX,SS,,A+,0,43,40,,23.2,"6' 2""",190,R,R
Nicholas Northcut,,BOS,3B,,A-,0,23,40,,20.3,"6' 1""",200,R,R
Grae Kessinger,,HOU,SS,,A,0,23,40,,22.1,"6' 2""",195,R,R
Jorge Alcala,,MIN,RHP,,MLB,0,31,40,,24.2,"6' 3""",180,R,R
Blake Hunt,,SDP,C,,A,0,26,40,,20.9,"6' 3""",185,R,R
Reed Garrett,,TEX,RHP,,AAA,0,44,40,,26.7,"6' 2""",210,R,R
Roniel Raudes,,BOS,RHP,,A+,0,24,40,,21.7,"6' 1""",160,R,R
Garrett Stubbs,,HOU,C,,MLB,0,24,40,,26.3,"5' 10""",185,L,R
Gabriel Maciel,,MIN,CF,,A+,0,32,40,,20.7,"5' 10""",170,S,R
Joey Cantillo,,SDP,LHP,,R,0,27,40,,19.8,"6' 4""",220,L,L
Bobby Poyner,,BOS,LHP,,MLB,0,25,40,,26.8,"6' 0""",205,L,L
Enoli Paredes,,HOU,RHP,,AA,0,25,40,,24,"5' 11""",165,R,R
Matt Canterino,,MIN,RHP,,R,0,33,40,,21.8,"6' 2""",205,R,R
Ignacio Feliz,,SDP,RHP,,A-,0,28,40,,19.9,"6' 1""",180,R,R
Jojanse Torres,,HOU,RHP,,A+,0,26,40,,24.1,"6' 2""",175,R,R
Ryan Costello,,MIN,1B,,AA,0,34,40,,23.3,"6' 2""",200,L,R
Esteban Quiroz,,SDP,2B,,AAA,0,29,40,,27.6,"5' 7""",175,L,R
Brandon Bailey,,HOU,RHP,,AA,0,27,40,,24.9,"5' 10""",175,R,R
Stephen Gonsalves,,MIN,LHP,,AA,0,35,40,,25.2,"6' 5""",213,L,L
Javy Guerra,,SDP,RHP,,MLB,0,30,40,,24,"5' 11""",155,R,R
Peter Solomon,,HOU,RHP,,A+,0,28,40,,23.1,"6' 4""",200,R,R
Griffin Jax,,MIN,RHP,,AA,0,36,40,,24.8,"6' 2""",195,R,R
Grant Little,,SDP,2B,,A,0,31,40,,22.5,"6' 1""",175,R,R
Jeremy Pena,,HOU,SS,,A+,0,29,40,,22,"6' 0""",180,R,R
Enmanuel Rodriguez,,MIN,CF,,,0,37,40,,16.6,"5' 10""",165,L,L
Owen Miller,,SDP,SS,,AA,0,32,40,,22.9,"6' 0""",190,R,R
Alex McKenna,,HOU,CF,,A,0,30,40,,22.1,"6' 2""",200,R,R
Edouard Julien,,MIN,LF,,,0,38,40,,20.1,"6' 1""",195,L,R
Edward Olivares,,SDP,CF,,AA,0,33,40,,23.6,"6' 2""",186,R,R
Jose Alberto Rivera,,HOU,RHP,,A,0,31,40,,22.6,"6' 3""",170,R,R
Yennier Cano,,MIN,RHP,,A+,0,39,40,,25.5,"6' 0""",185,R,R
Eguy Rosario,,SDP,2B,,A+,0,34,40,,20.1,"5' 9""",170,R,R
Landon Leach,,MIN,RHP,,R,0,40,40,,20.2,"6' 4""",220,R,R
Michell Miliano,,SDP,RHP,,R,0,35,40,,19.8,"6' 3""",180,R,R
Gerardo Reyes,,SDP,RHP,,MLB,0,36,40,,26.4,"5' 11""",160,R,R
Jorge Ona,,SDP,LF,,AA,0,37,40,,22.7,"6' 1""",220,R,R
David Bednar,,SDP,RHP,,MLB,0,38,40,,25,"6' 1""",220,R,R
Ronald Bolanos,,SDP,RHP,,MLB,0,39,40,,23.1,"6' 3""",200,R,R
Chase Strumpf,,CHC,2B,,A,0,11,40,,21.6,"6' 1""",191,R,R
Reivaj Garcia,,CHC,2B,,R,0,12,40,,18.1,"5' 11""",175,S,R
Thomas Hatch,,TOR,RHP,,AA,0,10,40,,25,"6' 1""",190,R,R
Ryan Jensen,,CHC,RHP,,A-,0,13,40,,21.8,"6' 0""",180,R,R
T.J. Zeuch,,TOR,RHP,,MLB,0,11,40,,24.2,"6' 7""",220,R,R
Jeremiah Estrada,,CHC,RHP,,A-,0,14,40,,20.9,"6' 1""",185,S,R
Leonardo Jimenez,,TOR,SS,,A,0,12,40,,18.4,"5' 11""",170,R,R
Ethan Hearn,,CHC,C,,R,0,15,40,,19.1,"5' 11""",200,L,R
Orelvis Martinez,,TOR,SS,,R,0,13,40,,17.9,"6' 1""",190,R,R
Ronnier Quintero,,CHC,C,,,0,16,40,,16.9,"6' 0""",175,L,R
Griffin Conine,,TOR,RF,,A,0,14,40,,22.2,"6' 1""",195,L,R
Kohl Franklin,,CHC,RHP,,A,0,17,40,,20,"6' 4""",190,R,R
Miguel Hiraldo,,TOR,3B,,A,0,15,40,,19.1,"5' 11""",170,R,R
Kevin Made,,CHC,SS,,,0,18,40,,17,"6' 1""",160,R,R
Will Robertson,,TOR,RF,,A-,0,16,40,,21.8,"6' 1""",210,L,L
Cory Abbott,,CHC,RHP,,AA,0,19,40,,24,"6' 2""",210,R,R
Kendall Williams,,TOR,RHP,,R,0,17,40,,19.1,"6' 6""",190,R,R
Pedro Martinez,,CHC,2B,,A-,0,20,40,,18.7,"5' 11""",165,S,R
Franklyn Kilome,,NYM,RHP,,AA,0,11,40,,24.3,"6' 6""",215,R,R
Chavez Young,,TOR,CF,,A+,0,18,40,,22.2,"6' 0""",195,S,R
Christopher Morel,,CHC,3B,,A,0,21,40,,20.3,"6' 0""",140,R,R
Will Toffey,,NYM,3B,,AA,0,12,40,,24.7,"6' 2""",205,L,R
Reese McGuire,,TOR,C,,MLB,0,19,40,,24.6,"6' 1""",195,L,R
Oscar De La Cruz,,CHC,RHP,,AA,0,22,40,,24.6,"6' 6""",240,R,R
Carlos Cortes,,NYM,LF,,A+,0,13,40,,22.2,"5' 8""",200,L,S
Dasan Brown,,TOR,CF,,,0,20,40,,18,"5' 11""",170,R,R
Fabian Pertuz,,CHC,3B,,R,0,23,40,,19.1,"6' 0""",156,R,R
Adrian Hernandez,,NYM,CF,,R,0,14,40,,18.6,"5' 9""",210,R,R
Kevin Smith,,TOR,SS,,AA,0,21,40,,23.2,"6' 1""",188,R,R
Jose Albertos,,CHC,RHP,,A,0,24,40,,20.9,"6' 1""",185,R,R
Junior Santos,,NYM,RHP,,R,0,15,40,,18.1,"6' 8""",218,R,R
Anthony Alford,,TOR,CF,,MLB,0,22,40,,25.2,"6' 1""",215,R,R
Brendon Little,,CHC,LHP,,A+,0,25,40,,23.1,"6' 1""",195,L,L
Josh Wolf,,NYM,RHP,,R,0,16,40,,19.1,"6' 2""",175,R,R
Hector Perez,,TOR,RHP,,AA,0,23,40,,23.3,"6' 3""",190,R,R
Tyson Miller,,CHC,RHP,,AAA,0,26,40,,24.2,"6' 5""",200,R,R
Wilmin Candelario,,KCR,SS,,R,0,13,40,,18,"5' 11""",165,S,R
Sam Haggerty,,NYM,2B,,MLB,0,17,40,,25.3,"5' 11""",175,S,R
Curtis Taylor,,TOR,RHP,,AA,0,24,40,,24.2,"6' 6""",215,R,R
Yovanny Cruz,,CHC,RHP,,A-,0,27,40,,20.1,"6' 1""",190,R,R
Brady McConnell,,KCR,SS,,R,0,14,40,,21.3,"6' 3""",195,R,R
Tony Dibrell,,NYM,RHP,,AA,0,18,40,,23.9,"6' 3""",190,R,R
Patrick Murphy,,TOR,RHP,,AA,0,25,40,,24.3,"6' 4""",220,R,R
Dakota Mekkes,,CHC,RHP,,AAA,0,28,40,,24.9,"6' 7""",250,R,R
Scott Blewett,,KCR,RHP,,AA,0,15,40,,23.5,"6' 6""",210,R,R
Christian James,,NYM,RHP,,A,0,19,40,,21.3,"6' 3""",210,R,R
Riley Adams,,TOR,C,,AA,0,26,40,,23.3,"6' 4""",225,R,R
Michael McAvene,,CHC,RHP,,A-,0,29,40,,22.1,"6' 3""",210,R,R
Darryl Collins,,KCR,LF,,R,0,16,40,,17.9,"6' 2""",200,L,R
Ryley Gilliam,,NYM,RHP,,AAA,0,20,40,,23.1,"5' 10""",170,R,R
Yennsy Diaz,,TOR,RHP,,MLB,0,27,40,,22.9,"6' 1""",160,R,R
Alexander Ramirez,,NYM,CF,,,0,21,35+,,16.7,"6' 3""",175,R,R
Freddy Valdez,,NYM,RF,,R,0,22,35+,,17.8,"6' 3""",215,R,R
Federico Polanco,,NYM,2B,,R,0,23,35+,,18.5,"5' 10""",155,L,R
Kevin Vicuna,,TOR,SS,,A+,0,30,35+,,21.7,"6' 0""",140,R,R
Gavin Cecchini,,NYM,2B,,AA,0,24,35+,,25.8,"6' 2""",196,R,R
Emanuel Vizcaino,,TOR,RHP,,R,0,31,35+,,20.1,"6' 5""",180,R,R
Nick Meyer,,NYM,C,,A+,0,25,35+,,22.6,"6' 2""",200,R,R
Hagen Danner,,TOR,C,,A,0,32,35+,,21,"6' 2""",185,R,R
Yunior Perez,,CHC,RHP,,A-,0,35,35+,,20.8,"6' 4""",230,R,R
Ryder Ryan,,NYM,RHP,,AA,0,26,35+,,24.4,"6' 2""",205,R,R
Otto Lopez,,TOR,SS,,A,0,33,35+,,21,"5' 10""",160,R,R
Danny Hultzen,,CHC,LHP,,MLB,0,36,35+,,29.8,"6' 3""",210,L,L
Jordan Humphreys,,NYM,RHP,,R,0,27,35+,,23.3,"6' 2""",223,R,R
Jackson McClelland,,TOR,RHP,,AAA,0,34,35+,,25.2,"6' 5""",220,R,R
Davidjohn Herz,,CHC,LHP,,R,0,37,35+,,18.7,"6' 2""",185,R,L
Walker Lockett,,NYM,RHP,,MLB,0,28,35+,,25.4,"6' 5""",225,R,R
Dany Jimenez,,TOR,RHP,,AA,0,35,35+,,25.8,"6' 3""",190,R,R
Tyler Schlaffer,,CHC,RHP,,R,0,38,35+,,18.3,"6' 1""",170,R,R
Jhon Solarte,,TOR,RF,,R,0,36,35+,,18.8,"6' 0""",185,S,R
Keegan Thompson,,CHC,RHP,,R,0,39,35+,,24.5,"6' 0""",193,R,R
Alejandro Melean,,TOR,RHP,,R,0,37,35+,,19,"6' 0""",175,R,R
Josh Burgmann,,CHC,RHP,,A-,0,40,35+,,21.7,"6' 0""",205,R,R
Naswell Paulino,,TOR,LHP,,R,0,38,35+,,19.4,"5' 11""",160,L,L
Adam Laskey,,CHC,LHP,,,0,41,35+,,21.5,"6' 3""",205,R,L
Yohanse Morel,,KCR,RHP,,R,0,28,35+,,19.1,"6' 0""",170,R,R
Philip Clarke,,TOR,C,,A-,0,39,35+,,21.5,"5' 11""",200,L,R
Danis Correa,,CHC,RHP,,R,0,42,35+,,20.1,"5' 11""",155,R,R
Austin Cox,,KCR,LHP,,A+,0,29,35+,,22.5,"6' 4""",185,L,L
Brewer Hicklen,,KCR,CF,,A+,0,30,35+,,23.6,"6' 2""",208,R,R
Omar Florentino,,KCR,SS,,R,0,31,35+,,17.9,"5' 9""",135,S,R
Josh Staumont,,KCR,RHP,,MLB,0,32,35+,,25.8,"6' 3""",200,R,R
John Rave,,KCR,CF,,A,0,33,35+,,21.7,"6' 0""",185,L,L
Michael Massey,,KCR,2B,,R,0,34,35+,,21.5,"6' 1""",185,L,R
Woo-Young Jin,,KCR,RHP,,R,0,35,35+,,18.6,"6' 2""",210,R,R
D.J. Burt,,KCR,2B,,AA,0,36,35+,,24,"5' 9""",160,R,R
Elvis Alvarado,,SEA,RHP,,A,0,24,35+,,20.6,"6' 3""",183,R,R
Kevin Merrell,,KCR,2B,,AA,0,37,35+,,23.8,"6' 1""",180,L,R
Aaron Fletcher,,SEA,LHP,,AA,0,25,35+,,23.6,"6' 0""",220,L,L
Ismael Aquino,,KCR,RHP,,R,0,38,35+,,21.1,"6' 2""",170,R,R
Ljay Newsome,,SEA,RHP,,AA,0,26,35+,,22.9,"5' 11""",210,R,R
Janser Lara,,KCR,RHP,,,0,39,35+,,23.1,"6' 0""",170,R,R
Devin Sweet,,SEA,RHP,,A+,0,27,35+,,23.1,"5' 11""",185,R,R
Adam Lukas,,KCR,RHP,,,0,40,35+,,21.2,"6' 4""",210,R,R
Levi Stoudt,,SEA,RHP,,,0,28,35+,,21.8,"6' 1""",175,L,R
Drew Parrish,,KCR,LHP,,R,0,41,35+,,21.8,"5' 11""",200,L,L
Jorge Benitez,,SEA,LHP,,A-,0,29,35+,,20.3,"6' 2""",155,L,L
Luis Liberato,,SEA,CF,,AA,0,30,35+,,23.8,"6' 1""",175,L,L
Jonatan Clase,,SEA,CF,,R,0,31,35+,,17.3,"5' 8""",150,L,R
Taylor Guilbeau,,SEA,LHP,,MLB,0,32,35+,,26.4,"6' 4""",180,L,L
Ricardo Sanchez,,SEA,LHP,,AA,0,33,35+,,22.5,"5' 11""",215,L,L
